v8-version,8,6,395,17,-node.22,0
code-creation,Builtin,3,5664,0x148ca60,457,ArraySingleArgumentConstructor_Packed_DisableAllocationSites
code-creation,Builtin,3,5674,0x148cc40,417,ArraySingleArgumentConstructor_Holey_DisableAllocationSites
code-creation,Builtin,3,5684,0x148ce00,469,ArraySingleArgumentConstructor_PackedDouble_DisableAllocationSites
code-creation,Builtin,3,5695,0x148cfe0,433,ArraySingleArgumentConstructor_HoleyDouble_DisableAllocationSites
code-creation,Builtin,3,5705,0x148d1a0,68,ArrayNArgumentsConstructor
code-creation,Builtin,3,5714,0x148d200,12,ArrayConcat
code-creation,Builtin,3,5724,0x148d220,12,ArrayPrototypeFill
code-creation,Builtin,3,5734,0x148d240,958,ArrayIncludesSmiOrObject
code-creation,Builtin,3,5748,0x148d600,148,ArrayIncludesPackedDoubles
code-creation,Builtin,3,5757,0x148d6a0,216,ArrayIncludesHoleyDoubles
code-creation,Builtin,3,5767,0x148d780,613,ArrayIncludes
code-creation,Builtin,3,5776,0x148da00,882,ArrayIndexOfSmiOrObject
code-creation,Builtin,3,5785,0x148dd80,124,ArrayIndexOfPackedDoubles
code-creation,Builtin,3,5794,0x148de00,124,ArrayIndexOfHoleyDoubles
code-creation,Builtin,3,5803,0x148de80,617,ArrayIndexOf
code-creation,Builtin,3,5813,0x148e100,12,ArrayPop
code-creation,Builtin,3,5822,0x148e120,710,ArrayPrototypePop
code-creation,Builtin,3,5830,0x148e400,12,ArrayPush
code-creation,Builtin,3,5839,0x148e420,2790,ArrayPrototypePush
code-creation,Builtin,3,5848,0x148ef20,12,ArrayShift
code-creation,Builtin,3,5863,0x148ef40,12,ArrayUnshift
code-creation,Builtin,3,5873,0x148ef60,1094,CloneFastJSArray
code-creation,Builtin,3,5882,0x148f3c0,2502,CloneFastJSArrayFillingHoles
code-creation,Builtin,3,5891,0x148fda0,1098,ExtractFastJSArray
code-creation,Builtin,3,5900,0x1490200,295,ArrayPrototypeEntries
code-creation,Builtin,3,5909,0x1490340,283,ArrayPrototypeKeys
code-creation,Builtin,3,5918,0x1490460,295,ArrayPrototypeValues
code-creation,Builtin,3,5927,0x14905a0,4320,ArrayIteratorPrototypeNext
code-creation,Builtin,3,5937,0x14916a0,3810,FlattenIntoArray
code-creation,Builtin,3,5946,0x14925a0,3838,FlatMapIntoArray
code-creation,Builtin,3,5955,0x14934a0,508,ArrayPrototypeFlat
code-creation,Builtin,3,5965,0x14936a0,556,ArrayPrototypeFlatMap
code-creation,Builtin,3,5974,0x14938e0,12,ArrayBufferConstructor
code-creation,Builtin,3,5983,0x1493900,12,ArrayBufferConstructor_DoNotInitialize
code-creation,Builtin,3,5993,0x1493920,12,ArrayBufferPrototypeGetByteLength
code-creation,Builtin,3,6003,0x1493940,12,ArrayBufferIsView
code-creation,Builtin,3,6012,0x1493960,12,ArrayBufferPrototypeSlice
code-creation,Builtin,3,6021,0x1493980,640,AsyncFunctionEnter
code-creation,Builtin,3,6030,0x1493c20,161,AsyncFunctionReject
code-creation,Builtin,3,6039,0x1493ce0,153,AsyncFunctionResolve
code-creation,Builtin,3,6048,0x1493d80,20,AsyncFunctionLazyDeoptContinuation
code-creation,Builtin,3,6057,0x1493da0,1466,AsyncFunctionAwaitCaught
code-creation,Builtin,3,6067,0x1494360,1466,AsyncFunctionAwaitUncaught
code-creation,Builtin,3,6077,0x1494920,203,AsyncFunctionAwaitRejectClosure
code-creation,Builtin,3,6086,0x1494a00,195,AsyncFunctionAwaitResolveClosure
code-creation,Builtin,3,6095,0x1494ae0,12,BigIntConstructor
code-creation,Builtin,3,6104,0x1494b00,12,BigIntAsUintN
code-creation,Builtin,3,6113,0x1494b20,12,BigIntAsIntN
code-creation,Builtin,3,6122,0x1494b40,12,BigIntPrototypeToLocaleString
code-creation,Builtin,3,6132,0x1494b60,12,BigIntPrototypeToString
code-creation,Builtin,3,6142,0x1494b80,12,BigIntPrototypeValueOf
code-creation,Builtin,3,6151,0x1494ba0,12,CallSitePrototypeGetColumnNumber
code-creation,Builtin,3,6161,0x1494bc0,12,CallSitePrototypeGetEnclosingColumnNumber
code-creation,Builtin,3,6171,0x1494be0,12,CallSitePrototypeGetEnclosingLineNumber
code-creation,Builtin,3,6181,0x1494c00,12,CallSitePrototypeGetEvalOrigin
code-creation,Builtin,3,6190,0x1494c20,12,CallSitePrototypeGetFileName
code-creation,Builtin,3,6199,0x1494c40,12,CallSitePrototypeGetFunction
code-creation,Builtin,3,6208,0x1494c60,12,CallSitePrototypeGetFunctionName
code-creation,Builtin,3,6219,0x1494c80,12,CallSitePrototypeGetLineNumber
code-creation,Builtin,3,6229,0x1494ca0,12,CallSitePrototypeGetMethodName
code-creation,Builtin,3,6238,0x1494cc0,12,CallSitePrototypeGetPosition
code-creation,Builtin,3,6248,0x1494ce0,12,CallSitePrototypeGetPromiseIndex
code-creation,Builtin,3,6258,0x1494d00,12,CallSitePrototypeGetScriptNameOrSourceURL
code-creation,Builtin,3,6267,0x1494d20,12,CallSitePrototypeGetThis
code-creation,Builtin,3,6276,0x1494d40,12,CallSitePrototypeGetTypeName
code-creation,Builtin,3,6286,0x1494d60,12,CallSitePrototypeIsAsync
code-creation,Builtin,3,6295,0x1494d80,12,CallSitePrototypeIsConstructor
code-creation,Builtin,3,6304,0x1494da0,12,CallSitePrototypeIsEval
code-creation,Builtin,3,6314,0x1494dc0,12,CallSitePrototypeIsNative
code-creation,Builtin,3,6329,0x1494de0,12,CallSitePrototypeIsPromiseAll
code-creation,Builtin,3,6339,0x1494e00,12,CallSitePrototypeIsToplevel
code-creation,Builtin,3,6348,0x1494e20,12,CallSitePrototypeToString
code-creation,Builtin,3,6357,0x1494e40,12,ConsoleDebug
code-creation,Builtin,3,6366,0x1494e60,12,ConsoleError
code-creation,Builtin,3,6375,0x1494e80,12,ConsoleInfo
code-creation,Builtin,3,6384,0x1494ea0,12,ConsoleLog
code-creation,Builtin,3,6393,0x1494ec0,12,ConsoleWarn
code-creation,Builtin,3,6402,0x1494ee0,12,ConsoleDir
code-creation,Builtin,3,6411,0x1494f00,12,ConsoleDirXml
code-creation,Builtin,3,6420,0x1494f20,12,ConsoleTable
code-creation,Builtin,3,6429,0x1494f40,12,ConsoleTrace
code-creation,Builtin,3,6439,0x1494f60,12,ConsoleGroup
code-creation,Builtin,3,6448,0x1494f80,12,ConsoleGroupCollapsed
code-creation,Builtin,3,6457,0x1494fa0,12,ConsoleGroupEnd
code-creation,Builtin,3,6467,0x1494fc0,12,ConsoleClear
code-creation,Builtin,3,6478,0x1494fe0,12,ConsoleCount
code-creation,Builtin,3,6488,0x1495000,12,ConsoleCountReset
code-creation,Builtin,3,6498,0x1495020,12,ConsoleAssert
code-creation,Builtin,3,6508,0x1495040,12,ConsoleProfile
code-creation,Builtin,3,6517,0x1495060,12,ConsoleProfileEnd
code-creation,Builtin,3,6527,0x1495080,12,ConsoleTime
code-creation,Builtin,3,6535,0x14950a0,12,ConsoleTimeLog
code-creation,Builtin,3,6545,0x14950c0,12,ConsoleTimeEnd
code-creation,Builtin,3,6554,0x14950e0,12,ConsoleTimeStamp
code-creation,Builtin,3,6564,0x1495100,12,ConsoleContext
code-creation,Builtin,3,6572,0x1495120,12,DataViewConstructor
code-creation,Builtin,3,6582,0x1495140,12,DateConstructor
code-creation,Builtin,3,6592,0x1495160,238,DatePrototypeGetDate
code-creation,Builtin,3,6603,0x1495260,238,DatePrototypeGetDay
code-creation,Builtin,3,6608,0x1495360,238,DatePrototypeGetFullYear
code-creation,Builtin,3,6611,0x1495460,238,DatePrototypeGetHours
code-creation,Builtin,3,6614,0x1495560,206,DatePrototypeGetMilliseconds
code-creation,Builtin,3,6618,0x1495640,238,DatePrototypeGetMinutes
code-creation,Builtin,3,6622,0x1495740,238,DatePrototypeGetMonth
code-creation,Builtin,3,6625,0x1495840,238,DatePrototypeGetSeconds
code-creation,Builtin,3,6628,0x1495940,142,DatePrototypeGetTime
code-creation,Builtin,3,6631,0x14959e0,206,DatePrototypeGetTimezoneOffset
code-creation,Builtin,3,6634,0x1495ac0,206,DatePrototypeGetUTCDate
