v8-version,8,6,395,17,-node.22,0
code-creation,Builtin,3,5214,0x1499da0,52,LoadICTrampoline
code-creation,Builtin,3,5218,0x1499de0,52,LoadICTrampoline_Megamorphic
code-creation,Builtin,3,5222,0x1499e20,6820,KeyedLoadIC
code-creation,Builtin,3,5227,0x149b8e0,11492,KeyedLoadIC_Megamorphic
code-creation,Builtin,3,5232,0x149e5e0,52,KeyedLoadICTrampoline
code-creation,Builtin,3,5236,0x149e620,52,KeyedLoadICTrampoline_Megamorphic
code-creation,Builtin,3,5241,0x149e660,5508,StoreGlobalIC
code-creation,Builtin,3,5244,0x149fc00,52,StoreGlobalICTrampoline
code-creation,Builtin,3,5248,0x149fc40,5776,StoreIC
code-creation,Builtin,3,5252,0x14a12e0,52,StoreICTrampoline
code-creation,Builtin,3,5257,0x14a1320,6180,KeyedStoreIC
code-creation,Builtin,3,5261,0x14a2b60,52,KeyedStoreICTrampoline
code-creation,Builtin,3,5266,0x14a2ba0,408,StoreInArrayLiteralIC
code-creation,Builtin,3,5269,0x14a2d40,2289,LoadGlobalIC
code-creation,Builtin,3,5272,0x14a3640,2269,LoadGlobalICInsideTypeof
code-creation,Builtin,3,5275,0x14a3f20,52,LoadGlobalICTrampoline
code-creation,Builtin,3,5279,0x14a3f60,52,LoadGlobalICInsideTypeofTrampoline
code-creation,Builtin,3,5283,0x14a3fa0,2314,CloneObjectIC
code-creation,Builtin,3,5287,0x14a48c0,2054,CloneObjectIC_Slow
code-creation,Builtin,3,5291,0x14a50e0,2400,KeyedHasIC
code-creation,Builtin,3,5295,0x14a5a60,2160,KeyedHasIC_Megamorphic
code-creation,Builtin,3,5300,0x14a62e0,1654,IterableToList
code-creation,Builtin,3,5303,0x14a6960,1440,IterableToFixedArray
code-creation,Builtin,3,5307,0x14a6f20,829,IterableToListWithSymbolLookup
